timestamp,uptimeInS,bootCount,lastResetCause,templ4cuInDeciC,sunSensorsIsPowerOn,sunSensorsNum0fOvercurrentChecks,sunSensorsNum0fOvercurrentsDetected,gpsIsPowerOn,gpsNum0fOvercurrentChecks,gpsNum0fOvercurrentsDetected,extTempAndMagneticSensorsIsPowerOn,extTempAndMagneticSensorsNum0fOvercurrentChecks,extTempAndMagneticSensorsNum0fOvercurrentsDetected,mtqVoltageMV,mtqCurrentMA,sunSensorsCurrenthiA,gpsCurrentMA,extTempAndMagneticSensorsTempMA,solarPanelTempl,solarPanelTemp2,solarPanelTemp3,solarPanelTemp4,solarPanelTemp5,solarPanelTemp6,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,
1636044694,551,647,71434240,331,1,11029,0,1,11029,0,0,40,20,0.201416,0.140991,4.108887,0.271912,0.151062,nan,nan,nan,42.500000,30.000000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
