timestamp,uptimeInS,bootCount,lastResetCause,templ4cuInDeciC,sunSensorsIsPowerOn,sunSensorsNum0fOvercurrentChecks,sunSensorsNum0fOvercurrentsDetected,gpsIsPowerOn,gpsNum0fOvercurrentChecks,gpsNum0fOvercurrentsDetected,extTempAndMagneticSensorsIsPowerOn,extTempAndMagneticSensorsNum0fOvercurrentChecks,extTempAndMagneticSensorsNum0fOvercurrentsDetected,mtqVoltageMV,mtqCurrentMA,sunSensorsCurrenthiA,gpsCurrentMA,extTempAndMagneticSensorsTempMA,solarPanelTempl,solarPanelTemp2,solarPanelTemp3,solarPanelTemp4,solarPanelTemp5,solarPanelTemp6,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,
1639996430,419,925,16384000,342,1,8381,0,1,8381,0,1,8381,0,0.302124,0.100708,4.139099,0.271912,0.211487,32.500000,31.000000,nan,86.000000,30.000000,nan,0,0,0,0,0,0,0,192,127,0,0,192,127,0,0,192,127,0,0,192,127,0,0,0,0,0,0,0,0,0,0,192,127,
